Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Plurality	Plurality Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Saratoga County, NY"	36091	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Saratoga County, NY"	36091	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	10
	"Saratoga County, NY"	36091	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Saratoga County, NY"	36091	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Schenectady County, NY"	36093	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Schenectady County, NY"	36093	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Schenectady County, NY"	36093	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Schenectady County, NY"	36093	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Schenectady County, NY"	36093	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Suffolk County, NY"	36103	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Suffolk County, NY"	36103	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	12
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	16
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	16
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	10
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	11
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	18
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	14
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	15
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	18
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	27
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	21
	"Suffolk County, NY"	36103	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	15
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Suffolk County, NY"	36103	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Suffolk County, NY"	36103	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	28
	"Suffolk County, NY"	36103	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	38
	"Suffolk County, NY"	36103	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	38
	"Suffolk County, NY"	36103	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	38
	"Suffolk County, NY"	36103	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	42
	"Suffolk County, NY"	36103	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	31
	"Suffolk County, NY"	36103	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	56
	"Suffolk County, NY"	36103	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	60
	"Suffolk County, NY"	36103	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	56
	"Suffolk County, NY"	36103	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	40
	"Suffolk County, NY"	36103	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	39
	"Suffolk County, NY"	36103	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	58
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
