Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Mother's Hispanic Origin	Mother's Hispanic Origin Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	40
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	14
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Asian	A	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	12
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	Black or African American	2054-5	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	19
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	14
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	68
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	196
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	147
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	47
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Tompkins County, NY"	36109	White	2106-3	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	10
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	15
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	Asian	A	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	14
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	14
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	25
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	32
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	22
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	Black or African American	2054-5	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	29
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	60
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	51
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	12
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	12
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	42
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	137
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	377
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	339
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	101
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	13
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Ulster County, NY"	36111	White	2106-3	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	14
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	35
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	185
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	265
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	146
	"Westchester County, NY"	36119	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	26
